Für meinen nächsten Dienstwagen wünsche ich mir ein Blaulicht und ein Düsentriebwerk.	85
Darüber muss sie erst mal in Ruhe nachdenken.	45
Die Spanne reicht vom kleinen Ballon für den Kindergeburtstag bis zum riesigen Fesselballon.	92
Die Geburt unseres ersten Sohnes macht uns leider einen Strich durch die Rechnung.	82
Verstanden, Ich werde auf der älteren Version bleiben	53
Auch die Vorführung war ganz passabel.	38
Fang bitte keinen Nervenkrieg mit ihm an.	41
Laber Rhabarber!	16
Ein Pärchen spazierte Händchen haltend an uns vorbei.	53
Bitte geben Sie die Schulrückstellungserklärung bis Ende Februar ab.	68
Jetzt kann ich Kreise zeichnen wie kein Zweiter.	48
Ich hab die Rezension gelesen und es sofort auf meine Wunschliste gesetzt.	74
Seit meine Nachbarn ein Hochhaus errichtet haben, empfängt meine Satellitenschüssel nichts mehr.	96
Es gibt keine dummen Fragen.	28
Frauen und andere Menschen, die nicht gewissen Klischees entsprechen, sind allerdings unterdiagnostiziert.	106
Eine hundertjährige Eiche spendet Schatten.	43
ungezogenen	11
Wer oder was steckt dahinter?	29
Diesen Antrag nicht in Ablage P einpflegen.	43
Worauf gilt es beim Styling zu achten?	38
"Hier noch einmal für alle, deren Lieblingsfach ""Singen und Klatschen"" in der Schule war."	88
Kirchliche Ehen halten im Schnitt länger als nur standesamtlich geschlossene.	77
Ich verstehe nicht, was hier abgeht.	36
Guter Mann!	11
Der Rücktritt war längst überfällig.	36
Uns wäre ein Ohrwurm erspart geblieben.	39
Daten zur Dekompressionskrankheit wurden empirisch gewonnen.	60
Setzt dich dazu bitte an den Tisch.	35
Mach 'ne Fliege!	16
Euer Geschirrspüler spült aber laut!	36
Er hat einen Ordnungsrahmen geschaffen, in dem soziale Sicherheit, Arbeitsplätze für die Menschen und Wohlstand miteinander verbunden waren.	140
Du wirst es nicht glauben, aber ich habe ihm erlaubt, X-Box zu spielen.	71
Anscheinend hatte sie mehrere Stunden der Ohnmacht hinter sich.	63
Hören Sie sich bitte Ihr eigenes Gesprochenes an.	49
Ließe sich das einrichten?	26
Wir würden das gerne bestellen.	31
Fünf Minuten sind zum Umsteigen viel zu knapp.	46
Wer benutzt welche Zahnbürste?	30
Mit Leerzeichen im Pfad kommt das Programm nicht klar.	54
Muss ich jetzt sterben?	23
Auf dem Rathausplatz findet eine Großdemo statt.	48
Wir haben einen tollen Hund!	28
Das reduzierte plancksche Wirkungsquantum.	42
Das sieht ihm ähnlich.	22
Das schwarze Gold wird in Zukunft an Bedeutung verlieren.	57
wiedergabe	10
Hier kennt dich niemand.	24
Die eigene Wohnung sagt viel über eine Person aus.	50
Dadurch wird die Linie von Finanzmarktprodukt und direkter Vermarktung durchbrochen und es entsteht die – von mir schon genannte – höhere Transparenz.	150
Die Entscheidung über den Suezkanal wurde erneut vertagt.	57
Vor allem, wenn sie dann auch noch alle miteinander vernetzt sind.	66
Gibt es aktive Timer	20
Der bestens ausgerüstete Überlebenskünstler ärgert sich darüber, dass immer noch kein Atomkrieg ausgebrochen ist.	113
Das könnte dir so passen.	25
Die kann man auf einer Skihütte nutzen.	39
Scrolle normal nach oben	24
Also düst sie erst zum Fleischer und dann noch zum Konditor.	60
Da hat sie bestimmt wieder irgendein Lied umgedichtet.	54
Kommst du dem Stammgast blöd, legst du dich mit dem Wirt an.	60
Rex, immer bereit zu töten.	27
Astrophysiker wissen natürlich, dass Spaghetti in der Nähe von Schwarzen Löchern hergestellt werden.	100
Pfannen und Töpfe gibt es in unterschiedlichen Größen oder Volumina.	68
Nicht anlehnen!	15
Dann gib mal Am Stadtwall hundertvierzehn ein.	46
Und wer soll das alles bezahlen?	32
Um Strommasten im Gebirge hoch zu bekommen, braucht man außergewöhnlich potente Hubschrauber.	93
Was würde eine energetische Sanierung kosten?	45
Heute habe ich gehört, wir könnten mal vierzig Tage nicht Lügen.	64
Wenn wir mehr Fakten zusammentragen, kann jeder was lernen.	59
Das soll doch jeder machen, wie er möchte.	42
Ach, ihr seid's!	16
Treppensteigen bringt den Kreislauf in Schwung.	47
Das Gewicht muss nach vorn verlagert werden.	44
Wir werden Gelegenheit haben, uns umfassend auszutauschen, und dabei vor allen Dingen über die bilateralen Probleme und Beziehungen zwischen Deutschland und Russland sprechen.	175
Wobei ich das mit der Betonung nicht verstanden habe.	53
Auf zweitausendfünfhundert Metern Höhe ist die Luft frei von Allergenen.	72
Mit der Zugangskarte könnt ihr übrigens auch die Schranke zum Parkplatz öffnen.	79
Stecken Sie den Gesprächspartner nicht sofort in eine Schublade.	64
Mit der Hand nahm er seinen Zylinder vom Kopf und verbeugte sich tief.	70
Wenn der Angreifer physischen Zugriff haben muss, tut sich kein zusätzlicher Angriffsvektor auf.	96
Der Aktionsradius des Roboters beträgt circa einen Kilometer.	61
Vielleicht sind junge Menschen heute nicht mehr gleich bereit, ihr ganzes Leben in einer Partei zu verbringen, aber das bedeutet ja noch lange nicht, dass man unpolitisch ist.	175
Es wäre nicht das erste Mal, dass jemand Word mit Windows verwechselt.	70
Die Ampel hat für mich keinerlei Bedeutung.	43
Wenn irgendwelche Fragen auftauchen, können Sie mir gern 'ne E-Mail schreiben.	78
Alle Erinnerungen wurden gelöscht	33
Ohne begleitende Höhen machen Bässe keinen Spaß.	48
Sie will keine Füllung aus Amalgam, weil darin Quecksilber enthalten ist.	73
Aber sie muss Fassung bewahren, denn das ist ihr Beruf.	55
Ich halte das Vorhaben für etwas zu ambitioniert.	49
Mehr als ein Schulterzucken war Samantha nicht zu entlocken.	60
veröffentlichen	15
Wie im Wilden Westen!	21
"Der neue kommunale Eigenbetrieb umfasste einen meterspurigen Teil, die ""Elektrische Straßenbahn Berlin-Lichterfelde–Lankwitz–Steglitz–Südende–Mariendorf""."	154
Satellitenbilder vereinfachten die Kartographie erheblich.	58
Im Schatten von Berlin fällt Potsdam kaum auf.	46
Weil Frauen sich heutzutage so viel Zeit lassen, gibt es immer mehr Risikoschwangerschaften.	92
Heiland, Mailand, Estland, Lettland und alle Balkanstaaten!	59
"Wer ist denn ""wir""?"	19
Helles Pink,	12
B, wie Berta	12
Bevor das Plasma hineingelassen wird, muss die Röhre komplett evakuiert werden.	79
Etwas lief schief, als ich das zu verstehen versuchte	53
Menschenkenntnis ermöglicht es einem, auch mit Menschen zurechtzukommen, die völlig anders ticken.	98
Warum auch?	11
Neben der Straßenbahn herzufahren, hat den Vorteil, dass man immer grün hat.	76
Warum sind junge Menschen gezwungen, sich gegen ihre Vielfalt auszusprechen und eine ihrer zwei Staatsangehörigkeiten abzulegen?	128
Einfach oder schwierig?	23
Es liegt in der Natur der Sache.	32
Prora – diesen Ort kennen viele als riesigen Gebäudekomplex, der von den Nationalsozialisten zu Erholungszwecken gebaut wurde und später, zu DDR-Zeiten, militärisch genutzt wurde.	179
Dies nennt man Epigenetik.	26
Zweifellos gehört Uwe Lendt zu den Leistungsträgern der Mannschaft.	67
Moment mal!	11
Die Stadt liegt an der Ostflanke des Mittleren Ural, etwa fünfzig km südwestlich der Oblasthauptstadt Jekaterinburg an der Polewaja.	132
Bis zum Sonnenuntergang werden sie sich in der Tankstelle verbarrikadieren.	75
Wir wissen: Nur wenn wir innovativ sind – und das gilt genauso für den Mittelstand wie für alle Betriebe –, dann können wir auch dauerhaft unseren Wohlstand in Deutschland sichern.	180
Ab siebzehnhundertsiebenundsechzig war er in Berlin als Lehrer für Mathematik und Physik an dem der vorgenannten Realschule angeschlossenen ersten preußischen Lehrerseminar tätig.	179
Angeblich basiert der Algorithmus auf wissenschaftlichen Erkenntnissen.	71
Irgendwo müssen die ja auch ihre Notdurft verrichten.	53
Jede Abkürzung wird genau einmal erklärt.	41
Ich glaube, ihr redet aneinander vorbei.	40
Moment, ich notiere mir mal kurz die Adresse.	45
Hast du geschwitzt oder geschweißt?	35
Erst danach sollten die Sätze hierher kopiert werden.	53
Da ist das Entwicklungsministerium, und da ist natürlich in dem Ultima Ratio-Fall wenn man gegen Gewalt vorgehen muss auch die Frage von Verteidigung und militärischem Einsatz.	176
Es ist der Messias!	19
Einen wunderschönen guten Tag!	30
Dunkles Meergrün,	17
Wir sind hier, wir sind laut, weil sich sonst ja keiner traut!	62
Nirgendwo im gigantischen Imperium gibt es das ein zweites Mal.	63
av finde dieses Musikvideo	26
Er reichte ihn, den gut verpackten, bereits zu den Verfahrensakten.	67
Die Telefone spielen total verrückt.	36
Viele Grüße an den Sachsen, der jeden Tag seine Stimme abgibt!	62
Parken in der Innenstadt darf nicht billiger sein als eine S-Bahn-Fahrt.	72
Die Brille ist immer noch schmutzig, aber jetzt ist der Dreck gleichmäßig verteilt.	83
Das alte Parkett müsste Mal abgeschliffen werden.	49
sind irgendwelche Alarme gestellt	33
Endlich regnet es, hoffentlich bleibt es noch eine Weile so.	60
Ohne dich komme ich da nicht hinein.	36
Aber das impliziert ja, dass es eine reziproke Abbildung gibt.	62
Ritas Ansichten sind manchmal etwas weltfremd.	46
Es gibt einen Wikipedia-Artikel über den Sinn des Lebens.	57
Ihre Masche ist immer dieselbe.	31
Warum denn nicht?	17
Sie gibt sich mit zig Jungs ab.	31
Bis zum Sommer muss ich unbedingt meine Bikini-Figur erreicht haben.	68
Einhundertachtzig Euro sind ein stolzer Preis für ein Paar Stiefel.	67
Wir müssen umgehend das Weiße Haus informieren.	47
Kann Nachttischlampe nicht dimmen. Bitte schalte es vorher an.	62
Der Medizinstudent war krachend durch das Physikum gefallen.	60
Kreuzspinnen sind für Menschen ungefährlich.	44
Der erst kürzlich erzielte Frieden ist ein zartes Pflänzchen.	61
Ist der Kugelschreiber blau?	28
Websites mit statischen Inhalten müssen auch ohne Javascript funktionieren.	75
Beschämend für die Gesellschaft, wie auch für das Individuum.	61
In der kommenden Woche – am Donnerstag und Freitag – werden wir auf dem Europäischen Rat über den nächsten Finanzrahmen für die Europäische Union beraten.	154
zeige Clipper	13
Gute Wahl!	10
Ich glaube, ich stehe im Wald!	30
Warum ausgerechnet in Paris?	28
Nele ist barfuß in eine Nacktschnecke getreten.	47
Aber wir als Europäer haben auch gesagt: Es ist gut, ein eigenes System zu haben – zumal ein noch präziseres – und nicht allein von einem amerikanischen System abzuhängen.	171
Korallenriffe zählen zu den artenreichsten Lebensräumen der Welt.	65
